latitude,longitude
38.8951118,-77.0363658
40.6584358,-74.2995923
40.7143528,-74.0059731
40.0149856,-105.2705456
36.114646,-115.172816
26.0112014,-80.1494901
32.2217429,-110.926479
47.6062095,-122.3320708
19.4270499,-99.1275711
29.0891857,-110.9613299
33.1031744,-96.6705503
30.4507462,-91.154551
33.4483771,-112.0740373
40.7143528,-74.0059731
40.7439905,-74.0323626
40.7439905,-74.0323626
33.5805955,-112.2373779
39.2903848,-76.6121893
36.1658899,-86.7844432
36.114646,-115.172816
34.0489281,-111.0937311
34.0522342,-118.2436849
33.4941704,-111.9260519
34.0522342,-118.2436849
33.8352932,-117.9145036
33.3061605,-111.8412502
42.3584308,-71.0597732
33.3061605,-111.8412502
40.7143528,-74.0059731
27.949436,-82.4651441
33.4483771,-112.0740373
33.414768,-111.9093095
33.3061605,-111.8412502
33.3061605,-111.8412502
33.3061605,-111.8412502
39.7683765,-86.1580423
33.414768,-111.9093095
33.4222685,-111.8226402
33.4941704,-111.9260519
41.2411449,-87.6461491
33.575,-117.7255556
33.1580933,-117.3505939
40.7143528,-74.0059731
33.9022367,-118.081733
33.7877944,-117.8531119
33.8352932,-117.9145036
40.65,-73.95
38.5950532,-90.5462339
32.2217429,-110.926479
30.3321838,-81.655651
35.2270869,-80.8431267
47.4828776,-122.2170661
33.4222685,-111.8226402
26.1223084,-80.1433786
40.740389,-73.983385
33.5805955,-112.2373779
33.4483771,-112.0740373
38.8951118,-77.0363658
32.4609764,-84.9877094
38.9784453,-76.4921829
39.817058,-75.1551776
47.9445396,-122.3045815
33.1803645,-111.57664
42.3584308,-71.0597732
32.2217429,-110.926479
33.414768,-111.9093095
42.939167,-72.853333
37.798577,-122.4246535
33.3061605,-111.8412502
51.964711,7.628496
40.7143528,-74.0059731
34.1477849,-118.1445155
33.8847361,-118.4109089
37.542979,-77.469092
38.8951118,-77.0363658
40.740389,-73.983385
38.8951118,-77.0363658
42.8864468,-78.8783689
40.7143528,-74.0059731
40.8120447,-74.1243096
40.7143528,-74.0059731
40.740389,-73.983385
40.9039878,-74.118476
27.949436,-82.4651441
29.7628844,-95.3830615
32.725409,-97.3208496
32.844017,-97.1430671
32.802955,-96.769923
34.0522342,-118.2436849
37.7141454,-122.25
34.1808392,-118.3089661
33.4483771,-112.0740373
33.8702923,-117.925338
38.5449065,-121.7405167
33.6189101,-117.9289469
38.8799697,-77.1067698
38.9643,-76.927598
49.248523,-123.1088
30.267153,-97.7430608
33.4483771,-112.0740373
34.0489281,-111.0937311
33.4941704,-111.9260519
42.8125913,-70.8772751
41.8781136,-87.6297982
33.414768,-111.9093095
30.267153,-97.7430608
33.414768,-111.9093095
39.3209801,-111.0937311
33.3061605,-111.8412502
40.7143528,-74.0059731
35.3732921,-119.0187125
33.4483771,-112.0740373
39.2903848,-76.6121893
38.8799697,-77.1067698
34.0489281,-111.0937311
33.414768,-111.9093095
40.0583238,-74.4056612
41.8006523,-73.1212214
33.4483771,-112.0740373
33.857328,-84.0199108
39.6548186,-77.5727681
36.114646,-115.172816
33.4483771,-112.0740373
37.7749295,-122.4194155
40.0992294,-83.1140771
33.5386523,-112.1859866
37.7749295,-122.4194155
36.146989,-115.155215
40.7143528,-74.0059731
36.114646,-115.172816
29.6858135,-95.1793864
42.8864468,-78.8783689
26.9342246,-80.0942087
38.8951118,-77.0363658
33.4483771,-112.0740373
37.5841026,-122.3660825
33.414768,-111.9093095
40.7143528,-74.0059731
33.4222685,-111.8226402
33.4941704,-111.9260519
40.2677539,-74.5402506
33.5805955,-112.2373779
33.4941704,-111.9260519
34.3916641,-118.542586
33.3061605,-111.8412502
40.7143528,-74.0059731
38.8048355,-77.0469214
42.3584308,-71.0597732
25.7889689,-80.2264393
34.8526176,-82.3940104
45.032187,-93.3385614
26.1603626,-80.138934
38.646991,-90.224967
30.1660736,-81.706484
33.2486638,-111.6342993
30.421309,-87.2169149
25.7889689,-80.2264393
33.7489954,-84.3879824
32.216316,-80.752608
35.9489566,-85.0269014
25.7889689,-80.2264393
33.6408367,-84.4456681
32.3182314,-86.902298
37.6922361,-97.3375448
40.7143528,-74.0059731
27.949436,-82.4651441
33.4222685,-111.8226402
44.8546856,-93.470786
33.4222685,-111.8226402
45.5234515,-122.6762071
33.4941704,-111.9260519
33.414768,-111.9093095
44.6496868,-93.24272
32.2217429,-110.926479
33.3061605,-111.8412502
47.6739881,-122.121512
41.2033216,-77.1945247
33.414768,-111.9093095
33.3528264,-111.789027
40.5576044,-74.2845911
40.65,-73.95
40.7143528,-74.0059731
37.7749295,-122.4194155
40.7143528,-74.0059731
40.8259332,-74.2090343
-6.211544,106.845172
32.7153292,-117.1572551
42.3726399,-71.1096528
56.1704026,14.8630072
41.0632959,-75.3062326
43.5978075,-84.7675139
41.1399814,-104.8202462
34.7464809,-92.2895948
33.4483771,-112.0740373
33.414768,-111.9093095
33.414768,-111.9093095
38.7907339,-121.2357828
39.7683765,-86.1580423
33.4483771,-112.0740373
33.4483771,-112.0740373
39.2903848,-76.6121893
34.483901,-114.3224548
50.6371834,3.0630174
41.8781136,-87.6297982
41.3175549,-81.3453858
38.8951118,-77.0363658
41.8781136,-87.6297982
35.2270869,-80.8431267
35.2270869,-80.8431267
40.715972,-74.001437
33.3061605,-111.8412502
33.4222685,-111.8226402
41.8781136,-87.6297982
36.033669,-115.002364
36.114646,-115.172816
47.5382565,-116.1193327
35.2270869,-80.8431267
33.5805955,-112.2373779
34.0625106,-118.1228476
33.4483771,-112.0740373
41.8781136,-87.6297982
26.2378597,-80.1247667
39.4195499,-76.7802528
44.7630567,-85.6206317
37.3281005,-87.4988882
36.114646,-115.172816
39.9611755,-82.9987942
36.1658899,-86.7844432
36.0331164,-86.7827772
33.414768,-111.9093095
33.8702923,-117.925338
40.715972,-74.001437
33.414768,-111.9093095
33.4483771,-112.0740373
36.114646,-115.172816
39.7028923,-75.1118422
36.114646,-115.172816
32.802955,-96.769923
40.7143528,-74.0059731
32.7153292,-117.1572551
44.9799654,-93.2638361
36.1658899,-86.7844432
33.4936391,-117.1483648
45.4312294,-122.7714861
32.981212,-117.078863
40.8517662,-74.229035
40.8020712,-124.1636729
35.9606384,-83.9207392
40.7143528,-74.0059731
40.7143528,-74.0059731
40.7143528,-74.0059731
40.715972,-74.001437
40.7143528,-74.0059731
40.7143528,-74.0059731
34.0522342,-118.2436849
33.8352932,-117.9145036
33.84444,-117.77639
34.3898162,-118.5642291
34.0522342,-118.2436849
32.8795022,-111.7573521
33.4483771,-112.0740373
37.60165,-122.016072
32.7153292,-117.1572551
40.806862,-96.681679
32.7153292,-117.1572551
37.7749295,-122.4194155
34.0522342,-118.2436849
33.4941704,-111.9260519
37.629349,-122.400087
32.7153292,-117.1572551
33.4483771,-112.0740373
33.414768,-111.9093095
29.713306,-91.463203
36.033669,-115.002364
33.414768,-111.9093095
40.792567,-74.02577
33.4222685,-111.8226402
26.1275862,-80.2331036
26.1223084,-80.1433786
41.3909305,-72.859545
32.2217429,-110.926479
40.715972,-74.001437
40.740389,-73.983385
40.715972,-74.001437
40.740389,-73.983385
38.8951118,-77.0363658
33.8839926,-84.5143761
33.4941704,-111.9260519
33.4483771,-112.0740373
32.2217429,-110.926479
33.414768,-111.9093095
40.9278769,-73.7517983
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4222685,-111.8226402
34.0522342,-118.2436849
34.0522342,-118.2436849
25.9756704,-80.2867501
34.0522342,-118.2436849
33.1960027,-80.0131374
33.4669721,-117.6981075
33.9816812,-118.2250725
37.6818745,-121.7680088
34.0522342,-118.2436849
32.7153292,-117.1572551
32.7153292,-117.1572551
34.4208305,-119.6981901
33.5360955,-112.3819027
46.8801654,-117.3643495
33.9166805,-117.9000604
34.1425078,-118.255075
34.0522342,-118.2436849
42.331427,-83.0457538
29.9647222,-90.0705556
39.4928811,-76.8894232
35.3884479,-82.566789
41.4730948,-87.0611412
43.7844397,-88.7878678
33.836081,-81.1637245
-33.9725887,-53.5487849
33.8886259,-117.8131125
37.629349,-122.400087
32.735687,-97.1080656
41.6005448,-93.6091064
40.7143528,-74.0059731
30.267153,-97.7430608
33.1972465,-96.6397822
33.4483771,-112.0740373
32.8370727,-97.0819541
32.725409,-97.3208496
33.3703197,-112.5837766
