latitude,longitude
38.8951118,-77.0363658
33.800745,-84.41052
45.5234515,-122.6762071
40.764462,-111.904565
33.4483771,-112.0740373
32.2217429,-110.926479
40.65,-73.95
33.4483771,-112.0740373
33.414768,-111.9093095
42.3584308,-71.0597732
33.4483771,-112.0740373
33.414768,-111.9093095
33.4483771,-112.0740373
33.2486638,-111.6342993
32.8406775,-117.2587935
34.0522342,-118.2436849
33.414768,-111.9093095
33.4483771,-112.0740373
34.483901,-114.3224548
34.0489281,-111.0937311
32.7153292,-117.1572551
33.4483771,-112.0740373
38.8951118,-77.0363658
33.7458511,-117.826166
34.0961111,-118.1058333
34.0522342,-118.2436849
37.629349,-122.400087
4.5980556,-74.0758333
33.8041667,-118.1580556
40.735657,-74.1723667
41.8781136,-87.6297982
41.8781136,-87.6297982
21.3866667,-158.0091667
40.5512165,-85.6023643
40.7143528,-74.0059731
40.7143528,-74.0059731
43.6525,-79.3816667
26.9102778,-101.4222222
33.4483771,-112.0740373
33.3061605,-111.8412502
33.4483771,-112.0740373
41.9211423,-87.8092266
33.4483771,-112.0740373
33.3061605,-111.8412502
34.0028786,-84.1446376
36.114646,-115.172816
38.916343,-94.383516
38.6581722,-77.2497049
36.114646,-115.172816
40.703546,-73.802032
36.114646,-115.172816
36.114646,-115.172816
37.7749295,-122.4194155
45.5234515,-122.6762071
38.4404674,-122.7144314
33.6411316,-117.9186689
44.9799654,-93.2638361
41.8781136,-87.6297982
41.6005448,-93.6091064
37.4418834,-122.1430195
38.4404674,-122.7144314
37.2638324,-122.0230146
45.6387281,-122.6614861
33.0581063,-112.0476423
41.8781136,-87.6297982
44.9541667,-93.1138889
38.5787965,-122.5797054
33.4483771,-112.0740373
44.9799654,-93.2638361
33.4483771,-112.0740373
33.4483771,-112.0740373
40.345,-74.184444
40.7329606,-73.9884556
40.0455917,-86.0085955
40.5795317,-74.1502007
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
35.9940329,-78.898619
33.3061605,-111.8412502
40.4258686,-86.9080655
48.7595529,-122.4882249
32.735687,-97.1080656
42.3726399,-71.1096528
41.8781136,-87.6297982
35.410694,-80.8428504
33.4483771,-112.0740373
32.2217429,-110.926479
33.4483771,-112.0740373
33.4483771,-112.0740373
38.7521235,-121.2880059
33.3061605,-111.8412502
31.9575818,-110.955646
38.8048355,-77.0469214
35.2827524,-120.6596156
41.8781136,-87.6297982
36.114646,-115.172816
40.7143528,-74.0059731
40.7439905,-74.0323626
33.4483771,-112.0740373
41.8781136,-87.6297982
32.7153292,-117.1572551
42.0697509,-87.7878408
40.8517662,-74.229035
39.0638705,-108.5506486
35.8456213,-86.39027
33.9462125,-84.3346473
30.267153,-97.7430608
43.5867164,-116.1956556
30.267153,-97.7430608
34.0194543,-118.4911912
40.7143528,-74.0059731
41.8781136,-87.6297982
41.8781136,-87.6297982
39.4014955,-76.6019125
38.8951118,-77.0363658
36.114646,-115.172816
41.8781136,-87.6297982
33.4483771,-112.0740373
40.740389,-73.983385
36.778261,-119.4179324
40.7143528,-74.0059731
45.5392862,-122.3873133
32.1574351,-82.907123
37.09024,-95.712891
32.4609764,-84.9877094
33.4483771,-112.0740373
32.8681601,-84.6299029
33.414768,-111.9093095
33.3528264,-111.789027
33.660297,-117.9992265
37.7141454,-122.25
43.5867164,-116.1956556
35.1495343,-90.0489801
38.5815719,-121.4943996
30.267153,-97.7430608
34.0922335,-117.435048
33.660297,-117.9992265
35.0768141,-80.6692352
49.248523,-123.1088
47.6062095,-122.3320708
37.60165,-122.016072
41.5161162,-82.9965425
40.7062128,-73.6187397
40.6576022,-73.5831835
53.344104,-6.2674937
41.4570418,-72.8231552
40.2115109,-74.6796651
30.267153,-97.7430608
36.1613005,-86.7762673
38.8951118,-77.0363658
39.952335,-75.163789
44.4488805,-88.0603806
44.9799654,-93.2638361
41.2938889,-92.6444444
30.4382559,-84.2807329
36.114646,-115.172816
33.414768,-111.9093095
33.414768,-111.9093095
33.414768,-111.9093095
33.1958696,-117.3794834
33.8752935,-117.5664384
30.4382559,-84.2807329
33.4941704,-111.9260519
33.4483771,-112.0740373
33.4483771,-112.0740373
34.0522342,-118.2436849
32.7153292,-117.1572551
34.0900091,-117.8903397
40.7139898,-73.5590157
41.4901024,-71.3128285
40.715972,-74.001437
40.715972,-74.001437
38.6910138,-121.4485654
18.3574502,-66.1109998
39.1064488,-84.478831
40.740389,-73.983385
28.5383355,-81.3792365
32.2732024,-89.9859158
32.8809603,-97.155012
33.414768,-111.9093095
39.7683765,-86.1580423
32.802955,-96.769923
30.267153,-97.7430608
37.6922361,-97.3375448
35.2270869,-80.8431267
37.8393332,-84.2700179
33.4355977,-112.3496021
35.9606384,-83.9207392
33.4483771,-112.0740373
32.8795022,-111.7573521
42.194543,-71.1994976
33.4941704,-111.9260519
36.114646,-115.172816
33.3061605,-111.8412502
33.3061605,-111.8412502
46.0645809,-118.3430209
33.4941704,-111.9260519
33.3528264,-111.789027
37.5629917,-122.3255254
34.0489281,-111.0937311
33.4483771,-112.0740373
33.414768,-111.9093095
37.5482697,-121.9885719
32.2217429,-110.926479
33.3061605,-111.8412502
33.3528264,-111.789027
28.5383355,-81.3792365
33.4222685,-111.8226402
33.3528264,-111.789027
43.0389025,-87.9064736
28.5383355,-81.3792365
38.8951118,-77.0363658
31.9685988,-99.9018131
37.7141454,-122.25
41.3556539,-72.0995209
34.1705609,-118.8375937
-34.6084175,-58.3731613
40.7143528,-74.0059731
33.8358492,-118.3406288
47.735928,-122.6465372
38.7071247,-121.2810611
34.1477849,-118.1445155
34.0900091,-117.8903397
33.6839473,-117.7946942
33.4483771,-112.0740373
37.6940973,-122.0863522
43.0389025,-87.9064736
44.8046825,-91.4432148
32.2217429,-110.926479
33.4483771,-112.0740373
36.7682088,-76.2874927
39.203,-76.857981
39.2903848,-76.6121893
28.5383355,-81.3792365
38.9906657,-77.026088
30.8327022,-83.2784851
37.1289771,-84.0832646
38.7073379,-77.0230313
36.114646,-115.172816
33.3942223,-110.7864984
36.114646,-115.172816
-33.9627271,151.1334636
39.7391536,-104.9847034
39.7391536,-104.9847034
33.4222685,-111.8226402
39.2903848,-76.6121893
37.798577,-122.4246535
33.4941704,-111.9260519
33.1192068,-117.086421
39.7683765,-86.1580423
37.7749295,-122.4194155
32.981212,-117.078863
40.715972,-74.001437
32.9412363,-97.1341783
47.3833333,8.5333333
41.7858629,-88.1472893
40.7143528,-74.0059731
41.8781136,-87.6297982
36.114646,-115.172816
33.4483771,-112.0740373
44.519159,-88.019826
41.5733669,-87.7844944
33.7877944,-117.8531119
39.1361111,-84.5030556
39.165325,-86.5263857
28.4955593,-81.5347952
40.199814,-76.7310806
40.715972,-74.001437
44.9799654,-93.2638361
35.3732921,-119.0187125
38.1749178,-122.2608044
33.4483771,-112.0740373
23.634501,-102.552784
28.68675,-81.513276
30.267153,-97.7430608
19.1400064,-96.1155932
33.4483771,-112.0740373
33.7877944,-117.8531119
33.8702923,-117.925338
33.3417137,-111.984033
33.8352932,-117.9145036
30.3321838,-81.655651
25.9756704,-80.2867501
40.740389,-73.983385
26.438136,-81.8067523
33.414768,-111.9093095
42.7653662,-71.467566
42.3584308,-71.0597732
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
33.3528264,-111.789027
42.3584308,-71.0597732
33.3528264,-111.789027
32.2217429,-110.926479
27.506407,-99.5075421
29.7628844,-95.3830615
43.387342,-80.321323
19.2433333,-103.7247222
29.7857853,-95.8243956
29.7628844,-95.3830615
29.7628844,-95.3830615
39.2673283,-76.7983067
27.7980814,-82.7973247
33.4483771,-112.0740373
41.4047222,-99.6413889
33.4222685,-111.8226402
33.4941704,-111.9260519
27.6648274,-81.5157535
33.7877944,-117.8531119
33.414768,-111.9093095
30.421309,-87.2169149
32.8370727,-97.0819541
32.802955,-96.769923
37.8043722,-122.2708026
32.2217429,-110.926479
40.7143528,-74.0059731
34.0522342,-118.2436849
51.5349798,-0.1037379
37.7749295,-122.4194155
33.414768,-111.9093095
33.4483771,-112.0740373
33.414768,-111.9093095
33.5360955,-112.3819027
33.4483771,-112.0740373
39.7042123,-86.3994387
33.4941704,-111.9260519
34.0900091,-118.3617443
33.414768,-111.9093095
43.0116784,-88.2314813
33.6130942,-112.3246042
33.5360955,-112.3819027
33.5386523,-112.1859866
33.4941704,-111.9260519
33.4222685,-111.8226402
33.4483771,-112.0740373
33.414768,-111.9093095
33.414768,-111.9093095
35.6894875,139.6917064
33.7489954,-84.3879824
39.4195499,-76.7802528
39.7683765,-86.1580423
37.0236759,-94.7355042
39.978371,-86.1180435
39.952335,-75.163789
33.4150485,-111.5495777
38.1040864,-122.2566367
36.1658899,-86.7844432
40.7143528,-74.0059731
33.9830688,-118.096735
33.4483771,-112.0740373
33.9166805,-117.9000604
33.4483771,-112.0740373
33.73865,-117.824603
33.414768,-111.9093095
33.3528264,-111.789027
33.6130942,-112.3246042
28.4788889,-82.5477778
33.4483771,-112.0740373
44.519159,-88.019826
37.566535,126.9779692
33.414768,-111.9093095
32.981212,-117.078863
39.7391536,-104.9847034
42.5847425,-87.8211854
34.0522342,-118.2436849
38.1040864,-122.2566367
35.1241907,-109.5381655
37.7749295,-122.4194155
38.5815719,-121.4943996
33.4222685,-111.8226402
34.0522342,-118.2436849
40.7439905,-74.0323626
41.3556539,-72.0995209
37.7749295,-122.4194155
44.9799654,-93.2638361
45.5234515,-122.6762071
35.206531,-106.661274
37.3541079,-121.9552356
37.7141454,-122.25
43.0389025,-87.9064736
37.7249296,-122.1560768
37.7749295,-122.4194155
37.4418834,-122.1430195
40.740389,-73.983385
33.3528264,-111.789027
33.3061605,-111.8412502
33.4483771,-112.0740373
32.8383828,-116.9739167
37.7749295,-122.4194155
33.4941704,-111.9260519
34.0489281,-111.0937311
37.7749295,-122.4194155
33.4483771,-112.0740373
33.7489954,-84.3879824
39.0997265,-94.5785667
33.9412127,-84.2135309
41.8781136,-87.6297982
34.0522342,-118.2436849
41.8781136,-87.6297982
41.0234304,-74.0665297
40.4406248,-79.9958864
33.414768,-111.9093095
47.5706548,-122.2220673
30.3321838,-81.655651
44.5661111,-92.5369444
28.5494447,-81.7728543
26.3586885,-80.0830984
40.7143528,-74.0059731
28.3252878,-81.5331286
27.6648274,-81.5157535
31.9685988,-99.9018131
28.3252878,-81.5331286
33.4483771,-112.0740373
33.3061605,-111.8412502
33.4941704,-111.9260519
33.4941704,-111.9260519
33.6305938,-112.333216
33.4151843,-111.8314724
41.8781136,-87.6297982
37.5071591,-122.2605222
36.7280583,-108.2186856
37.7749295,-122.4194155
33.4483771,-112.0740373
47.6062095,-122.3320708
42.6556507,-70.6203216
28.5383355,-81.3792365
55.7304274,37.5050632
43.0389025,-87.9064736
-22.9035393,-43.2095869
33.4483771,-112.0740373
45.5234515,-122.6762071
35.206531,-106.661274
43.0389025,-87.9064736
37.7249296,-122.1560768
37.3393857,-121.8949555
37.7249296,-122.1560768
37.7749295,-122.4194155
33.3528264,-111.789027
33.7489954,-84.3879824
26.271192,-80.2706044
40.7143528,-74.0059731
33.4941704,-111.9260519
33.5360955,-112.3819027
26.1223084,-80.1433786
41.8781136,-87.6297982
42.3317642,-71.1211635
29.9647222,-90.0705556
33.4933743,-112.3579364
39.2093391,-76.6689338
38.5449065,-121.7405167
-33.9522629,151.0321372
38.8951118,-77.0363658
39.7418124,-83.570964
38.6631083,-90.5770675
-33.8386344,151.2071142
47.7423218,-121.9856781
37.09024,-95.712891
33.9941792,-118.3753543
25.72149,-80.2683838
32.802955,-96.769923
28.669997,-81.2081203
38.7509488,-77.4752667
27.9658533,-82.8001026
35.0456297,-85.3096801
40.4406248,-79.9958864
41.8781136,-87.6297982
37.3393857,-121.8949555
37.7249296,-122.1560768
37.7749295,-122.4194155
33.3061605,-111.8412502
37.7749295,-122.4194155
40.0792766,-75.3015714
40.7143528,-74.0059731
32.2217429,-110.926479
33.3061605,-111.8412502
34.0522342,-118.2436849
34.1425078,-118.255075
34.1808392,-118.3089661
43.6525,-79.3816667
32.7153292,-117.1572551
28.2919557,-81.407571
33.3061605,-111.8412502
39.0997265,-94.5785667
42.6584254,-71.1370012
41.4553232,-81.9179173
40.65,-73.95
42.2353704,-72.1411888
33.414768,-111.9093095
33.0581063,-112.0476423
35.0844909,-106.6511367
33.4483771,-112.0740373
33.3061605,-111.8412502
34.0522342,-118.2436849
38.1040864,-122.2566367
33.4222685,-111.8226402
33.8536269,-118.1339563
33.4941704,-111.9260519
34.0489281,-111.0937311
40.0892746,-75.3960211
40.7143528,-74.0059731
33.6680772,-117.3272615
26.0112014,-80.1494901
27.6648274,-81.5157535
40.715972,-74.001437
33.4483771,-112.0740373
33.414768,-111.9093095
33.4483771,-112.0740373
40.715972,-74.001437
37.5319444,-122.2480556
33.449806,-112.3582136
39.091449,-84.4957757
42.6584254,-71.1370012
41.4553232,-81.9179173
28.5383355,-81.3792365
29.9940924,-90.2417434
-25.2520888,-52.0215415
33.3061605,-111.8412502
41.8781136,-87.6297982
36.4796839,-121.7324476
37.4418834,-122.1430195
51.5601908,5.0818877
38.1374202,-120.4596437
42.263079,-88.0039653
36.0355747,140.073866
40.7143528,-74.0059731
36.0625795,-94.1574263
33.4941704,-111.9260519
44.9799654,-93.2638361
33.4941704,-111.9260519
45.5088889,-73.5541667
45.0696886,-92.9516037
33.4483771,-112.0740373
38.5815719,-121.4943996
33.414768,-111.9093095
33.4941704,-111.9260519
33.4483771,-112.0740373
33.414768,-111.9093095
33.4941704,-111.9260519
33.4941704,-111.9260519
47.6062095,-122.3320708
37.5629917,-122.3255254
33.4222685,-111.8226402
33.7489954,-84.3879824
32.87167,-96.14833
33.4483771,-112.0740373
41.7605849,-88.3200715
34.0522342,-118.2436849
41.8850317,-87.7845025
33.414768,-111.9093095
33.414768,-111.9093095
33.4476776,-112.0807952
40.7143528,-74.0059731
36.114646,-115.172816
32.2217429,-110.926479
33.4941704,-111.9260519
37.0236759,-94.7355042
39.7391536,-104.9847034
37.3860517,-122.0838511
-22.9035393,-43.2095869
40.740389,-73.983385
-36.8484597,174.7633315
40.7143528,-74.0059731
47.6062095,-122.3320708
-35.3080556,149.1244444
33.800745,-84.41052
38.677269,-87.5286325
34.2257255,-77.9447102
38.677269,-87.5286325
28.5383355,-81.3792365
33.3528264,-111.789027
47.6062095,-122.3320708
38.8951118,-77.0363658
46.2112458,-119.1372338
33.9533487,-117.3961564
38.6779591,-121.1760583
47.6062095,-122.3320708
39.4665221,-74.5482393
39.9167783,-75.387693
33.4483771,-112.0740373
33.4483771,-112.0740373
48.8566667,2.3509871
40.4406248,-79.9958864
33.575,-117.7255556
41.8781136,-87.6297982
41.883869,-72.363777
45.4206749,-122.6706498
43.4252776,-88.1834277
41.8781136,-87.6297982
37.629349,-122.400087
36.1988592,-115.1175013
33.4222685,-111.8226402
51.5001524,-0.1262362
41.8781136,-87.6297982
40.4406248,-79.9958864
41.8781136,-87.6297982
33.8160058,-78.680016
47.6062095,-122.3320708
37.3393857,-121.8949555
47.6062095,-122.3320708
40.65,-73.95
32.4315813,-80.6698286
33.5386523,-112.1859866
34.1705609,-118.8375937
33.4483771,-112.0740373
40.715972,-74.001437
39.041408,-77.481018
33.4483771,-112.0740373
34.1808392,-118.3089661
33.6534427,-84.4493725
27.949436,-82.4651441
33.7489954,-84.3879824
37.3393857,-121.8949555
33.6411316,-117.9186689
37.629349,-122.400087
34.0522342,-118.2436849
40.764462,-111.904565
37.4418834,-122.1430195
37.7749295,-122.4194155
40.7143528,-74.0059731
40.9525987,-72.9253805
33.4222685,-111.8226402
33.3061605,-111.8412502
39.2903848,-76.6121893
33.3061605,-111.8412502
33.4941704,-111.9260519
33.3528264,-111.789027
33.0787326,-97.5653027
40.7143528,-74.0059731
33.414768,-111.9093095
36.114646,-115.172816
42.5256502,-71.0953314
40.7942859126716,-73.9718699455261
33.4941704,-111.9260519
37.1685907,-113.6794057
41.5428123,-87.6847684
36.114646,-115.172816
35.2270869,-80.8431267
33.4483771,-112.0740373
39.1910983,-106.8175387
33.3528264,-111.789027
33.4941704,-111.9260519
33.449806,-112.3582136
33.4941704,-111.9260519
39.0457549,-76.6412712
40.7143528,-74.0059731
38.8951118,-77.0363658
40.482293,-78.5516827
33.4483771,-112.0740373
33.414768,-111.9093095
33.3528264,-111.789027
33.4483771,-112.0740373
39.952335,-75.163789
33.4483771,-112.0740373
33.7739053,-117.9414477
33.414768,-111.9093095
33.414768,-111.9093095
33.4483771,-112.0740373
33.6305938,-112.333216
41.5356492,-73.8990252
39.5500507,-105.7820674
40.2986724,-83.067965
34.0522342,-118.2436849
34.0202894,-117.8653386
40.7143528,-74.0059731
33.4222685,-111.8226402
33.3061605,-111.8412502
40.7143528,-74.0059731
39.4816537,-106.0383518
38.5815719,-121.4943996
38.5815719,-121.4943996
25.7889689,-80.2264393
38.7296252,-120.798546
38.8951118,-77.0363658
38.8965654,-121.0768901
34.0522342,-118.2436849
33.4483771,-112.0740373
47.6062095,-122.3320708
39.7391536,-104.9847034
47.6062095,-122.3320708
41.6023245,-71.2503257
40.65,-73.95
-23.5489433,-46.6388182
39.2903848,-76.6121893
45.577524,-73.744965
39.944285,-74.0729139
41.8781136,-87.6297982
33.8041667,-118.1580556
25.9331488,-80.1625463
40.2962222,-74.0509725
37.3541079,-121.9552356
37.36883,-122.0363496
33.0581063,-112.0476423
37.3393857,-121.8949555
36.7855543,-108.6870322
47.6417664,-122.0803998
45.5234515,-122.6762071
40.740389,-73.983385
47.6062095,-122.3320708
41.8781136,-87.6297982
47.329264,-122.5801293
47.57,-122.6525
60.2054791,24.6558839
33.8622366,-118.3995194
47.6062095,-122.3320708
45.0060767,-93.1566107
34.7698021,-84.9702228
40.884267,-72.3895296
33.800745,-84.41052
40.9155025,14.2681485
37.629349,-122.400087
32.1682,34.8125
32.7153292,-117.1572551
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
40.7143528,-74.0059731
41.8781136,-87.6297982
38.8951118,-77.0363658
32.981212,-117.078863
25.7889689,-80.2264393
42.3584308,-71.0597732
40.715972,-74.001437
42.3584308,-71.0597732
40.740389,-73.983385
40.732312,-74.003084
37.7749295,-122.4194155
40.7143528,-74.0059731
30.267153,-97.7430608
33.4483771,-112.0740373
33.4941704,-111.9260519
47.6062095,-122.3320708
39.7391536,-104.9847034
33.4222685,-111.8226402
33.4483771,-112.0740373
33.2486638,-111.6342993
47.6062095,-122.3320708
39.5186002,-104.7613633
35.2013516,-111.639249
42.3726399,-71.1096528
45.68346,-111.050499
33.414768,-111.9093095
56.1704026,14.8630072
33.3528264,-111.789027
33.8352932,-117.9145036
34.0522342,-118.2436849
33.8847361,-118.4109089
34.0522342,-118.2436849
37.798577,-122.4246535
40.65,-73.95
40.7143528,-74.0059731
40.7498243,-73.7976337
37.4418834,-122.1430195
44.9541667,-93.1138889
30.267153,-97.7430608
34.1808392,-118.3089661
37.7361933,-121.9466284
39.9611755,-82.9987942
42.9026136,-78.744572
46.8771863,-96.7898034
36.114646,-115.172816
35.0844909,-106.6511367
40.7329606,-73.9884556
41.9164343,-83.3977101
35.4087517,-80.579511
34.0522342,-118.2436849
39.3899391,-74.596021
40.8578772,-74.4259866
37.3393857,-121.8949555
39.2903848,-76.6121893
38.7934466,-77.2716505
40.715972,-74.001437
38.8951118,-77.0363658
40.740389,-73.983385
38.8951118,-77.0363658
38.8951118,-77.0363658
38.8951118,-77.0363658
